Ligne (nom court),Libellé long,Point d'arrêt de départ (nom)
Ker-Lannex,Bruz (Schuman) -> Rennes (République),Schuman
220,Acigné (Timonière) -> Cesson-Sévigné (Chalotais),Timonière
223,Saint-Grégoire (Jean-Paul II) -> Betton (Gentilhommière),Jean-Paul II
227,Vezin-le-Coquet (Lion d'Or) -> Pacé (Centre scolaire Pacé),Lion d'Or
231,Bruz (Anita Conti) -> Pont-Péan (Bois Esnault),Anita Conti
231,Bruz (Anita Conti) -> Pont-Péan -> Laillé (Gingouillère),Anita Conti
233,Bourgbarré (Centre de Loisirs) -> Orgères -> Saint-Erblon (Collège Saint-Paul),Centre de Loisirs
234,Laillé (Orée du Bois) -> Orgères (Collège Récipon),Orée du Bois
77,Rennes (République) -> Pacé -> Parthenay-de-Bretagne (Parthenay Fontaine),République
78,Betton (Betton Centre) -> Saint-Grégoire -> Rennes (Villejean-Université),Betton Centre
74,Bourgbarré (Centre de Loisirs) -> Orgères -> Rennes (Henri Fréville),Centre de Loisirs
74,Bourgbarré (Sept Fours) -> Orgères -> Rennes (Henri Fréville),Sept Fours
238,Le Rheu (Collège Brassens) -> L'Hermitage -> La Chapelle-Thouarault (Ville aux Archers),Collège Brassens
240,Saint-Gilles (Ile des Bois) -> L'Hermitage -> Le Rheu (Lycée Monod),Ile des Bois
242,Miniac-sous-Bécherel (Miniac Eglise) -> Bécherel -> La Chapelle-Chaussée -> Romillé (Romillé Collège),Miniac Eglise
74,Orgères (Surcouf) -> Bourgbarré (Moc Souris),Surcouf
237,Le Rheu (Collège Brassens) -> Le Rheu (Haut Plessis),Collège Brassens
Ts61,Cesson-Sévigné (Prieuré Forge) -> Cesson-Sévigné (Cesson Piscine),Forge
Ts66,Le Rheu (Collège Brassens) -> Saint-Gilles (Ile des Bois),Collège Brassens
RPI-1,Bécherel (Bécherel Ecole) -> Bécherel (Bécherel Ecole),
Ts71,Romillé (Hatais Ville Greffier) -> Romillé (Romillé Collège),Hatais Ville Greffier
Ts75,La Chapelle-Chaussée (Chapelle-Chaussée) -> Saint-Grégoire (Jean-Paul II),Chapelle-Chaussée
Ts75,Saint-Grégoire (Jean-Paul II) -> La Chapelle-Chaussée (Chapelle-Chaussée),Jean-Paul II
API,Rennes (République) -> Rennes (Etangs d'Apigné),République Pré Botté
TTZ,Noyal-Châtillon-sur-Seiche (Touche Tizon) -> Rennes (Henri Fréville),Touche Tizon
Ts32,Mordelles (Collège St-Yves) -> La Chapelle-Thouarault (Pont Harel),Saint-Yves
Ts33,Le Rheu (Lycée Monod) -> Mordelles (Collège St-Yves),Lycée Monod
Ts37,Mordelles (Collège St-Yves) -> La Chapelle-Thouarault (Eglise),Saint-Yves
Ts41,Pacé (Centre scolaire Pacé) -> La Chapelle-des-Fougeretz (Chêne aux dames),Centre scolaire Pacé
242,Romillé (Romillé Collège) -> La Chapelle-Chaussée -> Bécherel -> Miniac-sous-Bécherel (Miniac Eglise),Romillé Collège
244,Chartres-de-Bretagne (Collège Pôle Sud) -> Pont-Péan (Bois Esnault),Collège Pôle Sud
Ts2,Saint-Erblon (Douazel) -> Bruz (Aire du 8 Mai),Douazel
Ts6,Laillé (Bossardière) -> Bruz (Aire du 8 Mai),Bossardière
Ts11,Bruz (Anita Conti) -> Laillé (Château d'Eau),Anita Conti
C1,Cesson-Sévigné (Champs Blancs) -> Rennes -> Chantepie (Rosa Parks),Champs Blancs
C1,Rennes (Gares) -> Cesson-Sévigné (Champs Blancs),Gares
C1,Chantepie (Rosa Parks) -> Rennes -> Cesson-Sévigné (Champs Blancs),Rosa Parks
C2,Rennes (Haut Sancé) -> Saint-Grégoire (Champ Daguet),Haut Sancé
C4,Rennes (Plaine de Baud) -> Saint-Grégoire (Grand Quartier),Plaine de Baud
53,Rennes (République) -> Vezin-le-Coquet -> L'Hermitage -> La Chapelle-Thouarault -> Cintré -> Le Verger (Le Verger Eglise),République Pré Botté
53,La Chapelle-Thouarault (Ville aux Archers) -> L'Hermitage -> Vezin-le-Coquet -> Rennes (République) via CAT La Hautière,Ville aux Archers
54,Cintré (Chêne Vert) -> Le Rheu (L'Autre Lieu),Chêne Vert
34,Chantepie (Rosa Parks) -> Cesson-Sévigné -> Rennes (ZA Saint-Sulpice),Rosa Parks
35,Cesson-Sévigné (Cesson Gare) -> Cesson-Sévigné (Champs Blancs),Cesson Gare
36,Saint-Grégoire (Edonia) -> Rennes (Place Hoche),Edonia
37,Saint-Jacques-de-la-Lande (Morinais) -> Rennes (Henri Fréville),Morinais
50,Rennes (République) -> Thorigné-Fouillard (Landelles),République
51,Betton (Champ Devant) -> Rennes (Place Hoche),Champ Devant
51,Rennes (Place Hoche) -> Betton (Champ Devant),Hoche
52,La Chapelle-des-Fougeretz (Besneraie) -> Montgermont -> Rennes -> Pacé -> Saint-Gilles (Ile des Bois),Besneraie
52,Gévezé (Cheval Blanc) ->  La Chapelle-des-Fougeretz -> Montgermont -> Rennes (Villejean-Université),Cheval Blanc
52,Rennes (Villejean-Université) -> Montgermont -> La Chapelle-des-Fougeretz -> Gévezé (Cheval Blanc),Villejean-Université
52,Saint-Gilles (Ile des Bois) -> Pacé -> Rennes -> Montgermont -> La Chapelle-des-Fougeretz (Besneraie) via Quatre Vents,Ile des Bois
C4,Rennes (ZA Saint-Sulpice) -> Rennes (République),ZA Saint-Sulpice
11,Rennes (La Poterie) -> Rennes (Stade Rennais),La Poterie
11,Vezin-le-Coquet (ZI Ouest) -> Rennes (Saint-Saëns),ZI Ouest
13,Chantepie (Cucé) -> Rennes -> Saint-Jacques-de-la-Lande (Gautrais),Cucé
13,Rennes (Cleunay) -> Chantepie (Cucé),Cleunay
31,Rennes (Villejean-Churchill) -> Cesson-Sévigné (Base de Loisirs),Villejean-Churchill
57,Rennes (République) -> Saint-Jacques-de-la-Lande -> Bruz (Bruz Centre),République
59,Rennes (Henri Fréville) -> Bruz (Bruz Gare),Henri Fréville
61,Saint-Erblon (Parc d'Activités) -> Noyal-Châtillon-sur-Seiche -> Rennes (Henri Fréville),Parc d'Activités
62,Rennes (République) -> Vern-sur-Seiche -> Nouvoitou -> Saint-Armel -> Corps-Nuds (Corps-Nuds Gare),République
62,Rennes (La Poterie) -> Vern-sur-Seiche -> Nouvoitou (Parc des Sports),
32,Rennes (Clos Courtel) -> Rennes (Triangle),Clos Courtel
34,Rennes (ZA Saint-Sulpice) -> Cesson-Sévigné -> Chantepie (Rosa Parks),ZA Saint-Sulpice
64,Rennes (République) -> Acigné (Timonière),République
65,Rennes (Villejean-Université) -> Pacé -> Parthenay-de-Bretagne (Parthenay Fontaine),Villejean-Université
63,Rennes (Gares) -> Bruz (Pont-Réan),Gares
213,Bourgbarré (Sept Fours) -> Orgères -> Rennes (Coubertin),Sept Fours
214,Cesson-Sévigné (Cesson Gare) -> Cesson-Sévigné (Lycée Ozanam),Cesson Gare
215,Rennes (Villejean-Université) -> Rennes (Lycée Chateaubriand),Villejean-Université
216,Rennes (Joliot-Curie) -> Cesson-Sévigné (Stade Dézerseul),Joliot-Curie
217,Rennes (Joliot-Curie) -> Cesson-Sévigné (Cormier),Joliot-Curie
220,Acigné (Botrel) -> Cesson-Sévigné (Chalotais),
220,Cesson-Sévigné (Lycée Sévigné) -> Acigné (Timonière),Lycée Sévigné
221,Cesson-Sévigné (Lycée Sévigné) -> Thorigné-Fouillard (Portail),Lycée Sévigné
223,Saint-Grégoire (Jean-Paul II) -> Betton -> Chevaigné (Pommiers),Jean-Paul II
224,Saint-Grégoire (Jean-Paul II) -> La Chapelle-des-Fougeretz (Besneraie),Jean-Paul II
227,Saint-Gilles (Ile des Bois) -> Vezin-le-Coquet -> Pacé (Centre scolaire Pacé),Ile des Bois
229,Bruz (Anita Conti) -> Chavagne (Croix Blanche) via Cicé Blossac,Anita Conti
231,Bruz (Brossolette) -> Pont-Péan (Bois Esnault),Brossolette
234,Orgères (Collège Récipon) -> Laillé (Gingouillère),Collège Récipon
234,Laillé (Gingouillère) -> Orgères (Collège Récipon),Gingouillère
237,Le Rheu (Collège Brassens) -> Chavagne (Croix Blanche),Collège Brassens
238,La Chapelle-Thouarault (Ville aux Archers) -> L'Hermitage -> Le Rheu (Lycée Monod),Ville aux Archers
240,Saint-Gilles (Ile des Bois) -> L'Hermitage -> Le Rheu (Lycée Monod) via Vigne,Ile des Bois
240,Le Rheu (Collège Brassens) -> L'Hermitage -> Saint-Gilles (Ile des Bois) via Vigne,Collège Brassens
241,Chavagne (Alfred de Musset) -> Mordelles (Collège St-Yves),Alfred de Musset
243,Pacé (Pie Neuve) -> Montgermont -> Saint-Grégoire (Jean-Paul II),Pie Neuve
244,Pont-Péan (Bois Esnault) -> Chartres-de-Bretagne (Collège Pôle Sud),Bois Esnault
Ts3,Noyal-Châtillon-sur-Seiche (Bray) -> Bruz (Aire du 8 Mai),Bray
Ts5,Bruz (Aire du 8 Mai) -> Bourgbarré (Moc Souris),Aire du 8 Mai
Ts9,Laillé (Couais) -> Bruz (Anita Conti),Couais
Ts11,Laillé (Château d'eau) -> Bruz (Anita Conti),Château d'Eau
Ts12,Bruz (Anita Conti) -> Laillé (Laillé Eglise),Anita Conti
Ts33,Mordelles (Collège St-Yves) -> Le Rheu (Lycée Monod),Saint-Yves
Ts35,Le Verger (Breil) -> Mordelles (Collège St-Yves),Breil
Ts35,Le Verger (La Lande Basse) -> Mordelles (Collège St-Yves),La Lande Basse
Ts36,Mordelles (Morvan Lebesque) -> Cintré (Saint-Roch),Morvan Lebesque
Ts41,La Chapelle-des-Fougeretz (Izé) -> Pacé (Centre scolaire Pacé),Izé
Ts43,Pacé (Centre scolaire Pacé) -> Saint-Gilles (Etang de la Motte),Centre scolaire Pacé
73,Rennes (La Poterie) -> Vern-sur-Seiche -> Saint-Armel -> Corps-Nuds (Corps-Nuds Gare) via Champ Martin,La Poterie
74,Rennes (Henri Fréville) -> Bourgbarré (Sept Fours),Henri Fréville
75,Nouvoitou (Parc des Sports) -> Vern-sur-Seiche -> Rennes (La Poterie),Parc des Sports
75,Rennes (La Poterie) -> Vern-sur-Seiche -> Nouvoitou (Parc des Sports),La Poterie
75,Vern-sur-Seiche (La Poste) -> Nouvoitou (Parc des Sports),La Poste
76,Rennes (Lycée Basch) -> Vezin-le-Coquet -> Le Rheu -> Mordelles (Mordelles Pâtis),Lycée Basch
76,Mordelles (Mordelles Pâtis) -> Le Rheu -> Vezin-le-Coquet -> Rennes (Lycée Basch),Mordelles Pâtis
79,Laillé (Gingouillère) -> Pont-Péan -> Rennes (Henri Fréville),Gingouillère
91,Bruz (Lavoisier) -> Bruz (Cicé Blossac),Lavoisier
91,Noyal-Châtillon-sur-Seiche (Petite Saudrais) -> Chartres-de-Bretagne -> Bruz (Cicé Blossac),Petite Saudrais
94,Betton (Betton Centre) -> Chevaigné -> Saint-Sulpice-la-Forêt (Cropy),Betton Centre
N1,Rennes (République) -> Rennes (Kennedy Guyenne),République
N2,Rennes (Saint-Exupéry) -> Rennes (Gayeulles),Saint-Exupéry
150ex,Thorigné-Fouillard (Landelles) -> Rennes (République),Landelles
152ex,Saint-Gilles (Ile des Bois) -> Pacé -> Rennes (Lycée Basch),Ile des Bois
153ex,Rennes (République) -> Vezin-le-Coquet -> L'Hermitage -> La Chapelle-Thouarault (Ville aux Archers),République Pré Botté
153ex,La Chapelle-Thouarault (Ville aux Archers) -> L'Hermitage -> Vezin-le-Coquet -> Rennes (République),Ville aux Archers
172ex,Chartres-de-Bretagne (Parc de Loisirs) -> Rennes (Henri Fréville),Parc de Loisirs
65,Pacé (Pacé Cimetière) -> Parthenay-de-Bretagne (Parthenay Fontaine),Pacé Cimetière
65,Parthenay-de-Bretagne (Parthenay Fontaine) -> Pacé -> Rennes (Lycée Basch),Parthenay Fontaine
67,Brécé (Anjou) -> Rennes (République) via Rigourdière,Anjou
70,Saint-Sulpice-la-Forêt (Cropy) -> Rennes (Place Hoche),Cropy
70,Rennes (Place Hoche) -> Saint-Sulpice-la-Forêt (Cropy),Hoche
72,Rennes (Henri Fréville) -> Chartres-de-Bretagne -> Pont-Péan (Bois Esnault) via Touche Tizon et Mivoie,Henri Fréville
Ts45,Gévezé (Huchetais) -> Pacé (Centre scolaire Pacé),Huchetais
Ts45,Pacé (Centre scolaire Pacé) -> Gévezé (Huchetais),Centre scolaire Pacé
Ts46,Pacé (Bas Sommier) -> Pacé (Centre scolaire Pacé),Bas Sommier
Ts54,Orgères (Collège Récipon) -> Saint-Erblon (Souillard),Collège Récipon
Ts55,Orgères (Collège Récipon) -> Laillé (Les Vallées),Collège Récipon
Ts55,Laillé (Le Cleux) -> Orgères (Collège Récipon),Le Cleux
Ts67,Le Rheu (Collège Brassens) -> Saint-Gilles (Haute Fresnais),Collège Brassens
Ts71,Romillé (Romillé Collège) -> Romillé (Hatais Ville Greffier),Romillé Collège
C5,Rennes (Patton) -> Rennes (Lycée Bréquigny),Patton
9,Rennes (Saint-Laurent) -> Rennes (Cleunay),Saint-Laurent
11,Rennes (République) -> Brécé (Anjou),République
11,Rennes (Roazhon Park) -> Rennes (Saint-Saëns),Roazhon Park
12,Rennes (La Poterie) -> Saint-Grégoire (Grand Quartier),La Poterie
13,Saint-Jacques-de-la-Lande (Gautrais) -> Rennes -> Chantepie (Cucé),Gautrais
37,Saint-Jacques-de-la-Lande (Morinais) -> Rennes (Henri Fréville),Morinais
44,Rennes (Joliot-Curie) -> Rennes (République),Joliot-Curie
50,Thorigné-Fouillard (Landelles) -> Rennes (République),Landelles
50,Rennes (République) -> Thorigné-Fouillard (Landelles) via Placis Vert,République
51,Rennes (République) -> Betton -> Saint-Sulpice-la-Forêt (Cropy),République Pré Botté
C2,Rennes (Haut Sancé) -> Saint-Grégoire (Champ Daguet) via Pontay,Haut Sancé
37,Rennes (Henri Fréville) -> Saint-Jacques-de-la-Lande (Morinais),Henri Fréville
54,Chavagne (Croix Blanche) -> Mordelles -> Le Rheu -> Rennes (Charles de Gaulle),Croix Blanche
56,Chavagne (Croix Blanche) -> Rennes (Charles de Gaulle),Croix Blanche
57,Bruz (Bruz Centre) -> Saint-Jacques-de-la-Lande -> Rennes (République) via Porte de Ker-Lann,Bruz Centre
59,Bruz (Bruz Gare) -> Rennes (Henri Fréville),Bruz Gare
61,Rennes (République) -> Noyal-Châtillon-sur-Seiche -> Saint-Erblon -> Orgères -> Bourgbarré (Centre de Loisirs),République
62,Rennes (La Poterie) -> Vern-sur-Seiche (Croix Malinge),La Poterie
62,Nouvoitou (Parc des Sports) -> Vern-sur-Seiche -> Rennes (La Poterie),Parc des Sports
63,Rennes (Gares) -> Noyal-Châtillon-sur-Seiche (Janais),Gares
64,Acigné (Timonière) -> Rennes (République),Timonière
65,Pacé (Pont Amelin) -> Rennes (Lycée Basch),Pont Amelin
68,Rennes (Villejean-Université) -> Gévezé (Cheval Blanc),Villejean-Université
71,Rennes (Place Hoche) -> Chevaigné (Pommiers),Hoche
73,Rennes (La Poterie) -> Vern-sur-Seiche -> Saint-Armel -> Corps-Nuds (Corps-Nuds Gare),La Poterie
77,Rennes (Villejean-Université) -> Pacé (Pâtis Roussel),Villejean-Université
77,Rennes (Lycée Basch) -> Rennes (Villejean-Université),Lycée Basch
81,Rennes (Villejean-Université) -> Clayes -> Romillé (Romillé Collège),Villejean-Université
54,Rennes (Charles de Gaulle) -> Le Rheu (Lycée Monod),Lycée Zola
91,Bruz (Cicé Blossac) -> Chartres-de-Bretagne -> Noyal-Châtillon-sur-Seiche (Petite Saudrais),Cicé Blossac
94,Saint-Sulpice-la-Forêt (Cropy) -> Chevaigné -> Betton (Betton Centre),Cropy
N1,Rennes (Clos Courtel) -> Rennes (Kennedy Guyenne),Clos Courtel
N2,Rennes (Gayeulles) -> Rennes (La Poterie),Gayeulles
81,Romillé (Romillé Collège) -> Clayes -> Rennes (Villejean-Université),Romillé Collège
52,Saint-Gilles (Ile des Bois) -> Rennes (Villejean-Université),Ile des Bois
53,Rennes (République) -> Vezin-le-Coquet -> L'Hermitage -> La Chapelle-Thouarault (Ville aux Archers),République Pré Botté
82,Miniac-sous-Bécherel (Miniac Eglise) ->  Bécherel -> La Chapelle-Chaussée -> Langan -> Romillé -> Rennes (Villejean-Université),Miniac Eglise
N2,Rennes (Gayeulles) -> Rennes (République),Gayeulles
Ker-Lannex,Rennes (République) -> Bruz (Schuman),République Pré Botté
91,Bruz (Cicé Blossac) -> Bruz (Lavoisier),Cicé Blossac
164ex,Acigné (Timonière) -> Rennes (République),Timonière
167ex,Brécé (Anjou) -> Cesson-Sévigné -> Rennes (République),Anjou
167ex,Rennes (République) -> Cesson-Sévigné -> Brécé (Anjou),République
173ex,Rennes (La Poterie) -> Corps-Nuds (Corps-Nuds Gare),La Poterie
200,Rennes (Assomption) -> Acigné (Timonière),Assomption
201,Thorigné-Fouillard (Landelles) -> Rennes (Joliot-Curie),Landelles
201,Thorigné-Fouillard (Landelles) -> Rennes (Assomption) via Joliot-Curie,Landelles
202,Rennes (Assomption) -> Betton (Champ Devant),Assomption
206,Cesson-Sévigné (Métairies Chalotais) -> Rennes (Joliot-Curie),Métairies Chalotais
206,Rennes (Joliot-Curie) -> Cesson-Sévigné (Métairies Chalotais),Joliot-Curie
208,Saint-Grégoire (MFR Rabinardières) -> Saint-Grégoire (Uttenreuth),MFR Rabinardières
208,Rennes (Gares) -> Saint-Grégoire (MFR Rabinardières),Gares
208,Saint-Grégoire (Uttenreuth) -> Saint-Grégoire (MFR Rabinardières),Uttenreuth
218,Saint-Gilles (Ile des Bois) -> Pacé (Centre scolaire Pacé),Ile des Bois
220,Cesson-Sévigné (Lycée Sévigné) -> Acigné (Timonière) via Botrel,Lycée Sévigné
221,Cesson-Sévigné (Lycée Sévigné) -> Thorigné-Fouillard -> Cesson-Sévigné (Château de Vaux),Lycée Sévigné
222,Chevaigné (Pommiers) -> Betton (Champ Devant),Pommiers
223,Betton (Gentilhommière) -> Saint-Grégoire (Jean-Paul II),Gentilhommière
226,La Chapelle-des-Fougeretz (Métairie) -> Pacé (Centre scolaire Pacé),Métairie
226,La Chapelle-des-Fougeretz (Viennais) -> Pacé (Centre scolaire Pacé),Viennais
227,Pacé (Centre scolaire Pacé) -> Vezin-le-Coquet -> Saint-Gilles (Ile des Bois),Centre scolaire Pacé
229,Bruz (Anita Conti) -> Chavagne (Croix Blanche),Anita Conti
229,Chavagne (Croix Blanche) -> Bruz (Anita Conti),Croix Blanche
231,Bruz (Aire du 8 Mai) -> Pont-Péan (Bois Esnault),Aire du 8 Mai
232,Saint-Erblon (Leuzières) -> Orgères (Collège Récipon),Leuzières
232,Orgères (Collège Récipon) -> Saint-Erblon (Leuzières),Collège Récipon
237,Le Rheu (Lycée Monod) -> Chavagne (Croix Blanche),Lycée Monod
241,Chavagne (Croix Blanche) -> Mordelles (Collège St-Yves),Croix Blanche
Ts1,Noyal-Châtillon-sur-Seiche (Noyal La Touche) -> Bruz (Aire du 8 Mai),Noyal La Touche
Ts2,Bruz (Aire du 8 Mai) -> Saint-Erblon (Douazel),Aire du 8 Mai
Ts4,Bourgbarré (La Fretais) -> Bruz (Anita Conti),La Fretais
Ts6,Bruz (Aire du 8 Mai) -> Laillé (Bossardière),Aire du 8 Mai
Ts7,Bourgbarré (Les Cruaux) -> Bruz (Aire du 8 Mai),Les Cruaux
Ts8,Bruz (Brossolette) -> Mordelles (Mordelles Pâtis),Brossolette
Ts44,Gévezé (Cheval Blanc) -> Pacé (Centre scolaire Pacé),Cheval Blanc
Ts53,Saint-Erblon (Collège Saint-Paul) -> Laillé (Bossardière),Collège Saint-Paul
Ts54,Saint-Erblon (Souillard) -> Orgères (Collège Récipon),Souillard
Ts66,Saint-Gilles (Ile des Bois) -> Le Rheu (Collège Brassens),Ile des Bois
Ts67,Le Rheu (Collège Brassens) -> Saint-Gilles (Haute Fresnais),Collège Brassens
Ts82,Saint-Erblon (Leuzières) -> Chartres-de-Bretagne (Collège Pôle Sud),Leuzières
Bus relais,Rennes (Cours Kennedy) -> Rennes (La Poterie),Cours Kennedy
Bus relais,Rennes (La Poterie) -> Rennes (Cours Kennedy),La Poterie
Ts12,Bruz (Roche Marguerite) -> Bruz (Anita Conti),Roche Marguerite
Ts13,Chartres-de-Bretagne (Vieux Bourg) -> Bruz (Aire du 8 Mai),Vieux Bourg
Ts32,La Chapelle-Thouarault (Pont Harel) -> Mordelles (Collège St-Yves),Pont Harel
Ts35,Mordelles (Morvan Lebesque) -> Le Verger (Breil),Morvan Lebesque
Ts10,Bruz (Anita Conti) -> Laillé (Les Vallées),Anita Conti
Ts67,Saint-Gilles (Haute Fresnais) -> Le Rheu (Collège Brassens),Haute Fresnais
Ts44,Pacé (Centre scolaire Pacé) -> Gévezé (Cheval Blanc),Centre scolaire Pacé
Ts51,Bourgbarré (Les Cruaux) -> Orgères (Collège Récipon),Les Cruaux
Ts51,Orgères (Collège Récipon) -> Bourgbarré (La Fretais),Collège Récipon
Ts52,Noyal-Châtillon-sur-Seiche (Cours d'A Haut) -> Saint-Erblon (Collège Saint-Paul),Cours d'A Haut
161ex,Bourgbarré (Centre de Loisirs) -> Saint-Erblon -> Noyal-Châtillon-sur-Seiche -> Rennes (Henri Fréville),Centre de Loisirs
164ex,Rennes (République) -> Acigné (Timonière),République
TTZ,Rennes (Longs Champs) -> Noyal-Châtillon-sur-Seiche (Touche Tizon),Longs Champs
201,Rennes (Joliot-Curie) -> Thorigné-Fouillard (Landelles),Joliot-Curie
202,Betton (Champ Devant) -> Rennes (Assomption),Champ Devant
203,Rennes (Gares) -> Rennes (Joliot-Curie),
205,Rennes (Lycée St-Exupéry) -> Rennes (Villejean-Université),Lande du Breil
207,Rennes (République) -> Cesson-Sévigné (Lycée Ozanam),République Pré Botté
212,Rennes (Coubertin) -> Saint-Erblon (Champ Mulon),
213,Rennes (Coubertin) -> Bourgbarré -> Orgères (Télégraphe),Coubertin
